variant,loss,hidden_dim,lr,parameter_count,best_step,initial_margin_over_linear_psnr,final_margin_over_linear_psnr,best_margin_over_linear_psnr,initial_teacher_mse,final_teacher_mse,best_teacher_mse,linear_teacher_mse,best_checkpoint,final_checkpoint
rgb_h256,rgb,256,8e-06,402445,512,0.0,0.04578667635357192,0.05161105795835397,0.006056887694285251,0.006059586638002656,0.006057487786165439,0.006056887694285251,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage65_rgb_h256_medium_sanity/rgb_h256/best_adapter.safetensors,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage65_rgb_h256_medium_sanity/rgb_h256/final_adapter.safetensors
