sequence,frame_index,adaptive_psnr,adaptive_ssim,adaptive_ms_ssim,adaptive_lpips,adaptive_payload_bytes,gap8_psnr,gap8_lpips,gap4_psnr,gap4_lpips,delta_psnr_gap4_vs_adaptive,delta_lpips_gap4_vs_adaptive,low_psnr_flag,high_lpips_flag,high_payload_flag,risk_score
camel,57,25.44589175090085,0.7954942584037781,0.978790819644928,0.19736257195472717,227716,25.44589175090085,0.19736257195472717,25.43958173931633,0.19748319685459137,-0.006310011584517383,0.00012062489986419678,1,0,1,0.7084282490991514
goat,4,27.325083947829558,0.8572403788566589,0.9869568347930908,0.17640359699726105,255393,27.211325967195904,0.1755836308002472,27.430443602010072,0.17004354298114777,0.10535965418051418,-0.006360054016113281,0,0,1,0.70786
bmx-trees,44,29.694273636079526,0.8788749575614929,0.9851471185684204,0.1596290022134781,255369,29.694273636079526,0.1596290022134781,30.561844335622865,0.11348143219947815,0.8675706995433394,-0.04614757001399994,0,0,1,0.70738
drift-straight,5,28.956887980849622,0.9050317406654358,0.9894048571586609,0.14570870995521545,255296,28.667430114304906,0.16013334691524506,29.24898614034284,0.13511964678764343,0.29209815949321793,-0.010589063167572021,0,0,1,0.70592
goat,6,27.339019851071434,0.8569566607475281,0.9868093729019165,0.17604954540729523,255288,27.355761254968204,0.17679177224636078,27.350166197216943,0.17648181319236755,0.011146346145508801,0.00043226778507232666,0,0,1,0.70576
goat,52,27.400426602970548,0.8581625819206238,0.9865681529045105,0.16969220340251923,255282,27.400426602970548,0.16969220340251923,27.6714627963308,0.16575685143470764,0.27103619336025275,-0.0039353519678115845,0,0,1,0.70564
bmx-trees,28,31.043543776342347,0.8965207934379578,0.9869480133056641,0.13718393445014954,255273,30.794377643705865,0.15092167258262634,31.827092128794135,0.09511411935091019,0.7835483524517883,-0.04206981509923935,0,0,1,0.70546
goat,43,27.43003120483842,0.8583841323852539,0.9866921305656433,0.16895757615566254,255221,27.455791808384724,0.1712450534105301,27.57120547309612,0.17141714692115784,0.14117426825769996,0.0024595707654953003,0,0,1,0.70442
drift-straight,14,30.463944124890844,0.9362360835075378,0.9919232726097107,0.10078251361846924,254949,30.55719318286553,0.09748902171850204,30.487370826670777,0.10933464765548706,0.023426701779932557,0.008552134037017822,0,0,1,0.69898
breakdance,75,25.30256948997632,0.8374686241149902,0.9813946485519409,0.2081836313009262,152182,25.30256948997632,0.2081836313009262,25.88825108543965,0.16275539994239807,0.5856815954633277,-0.04542823135852814,1,0,0,0.6974305100236791
drift-straight,42,30.90369844623149,0.899315595626831,0.987315833568573,0.18761327862739563,254746,30.90369844623149,0.18761327862739563,29.8388911634608,0.23558762669563293,-1.0648072827706905,0.047974348068237305,0,0,1,0.69492
bike-packing,23,25.305903439566908,0.8380805850028992,0.9835197329521179,0.19341692328453064,156869,25.305903439566908,0.19341692328453064,25.212963482039722,0.19211502373218536,-0.09293995752718587,-0.0013018995523452759,1,0,0,0.694096560433092
breakdance,18,25.306797294854686,0.8585832118988037,0.984616756439209,0.17933523654937744,153203,25.306797294854686,0.17933523654937744,25.056130597625447,0.20162880420684814,-0.2506666972292386,0.022293567657470703,1,0,0,0.693202705145314
libby,39,33.48960844498102,0.9015963077545166,0.9869434237480164,0.13327990472316742,254647,33.69702693453157,0.129123717546463,33.66229488720046,0.1287800371646881,0.17268644221943674,-0.004499867558479309,0,0,1,0.69294
libby,28,33.69092802334603,0.9055100083351135,0.9873759746551514,0.14273743331432343,254634,31.30184864616943,0.23070737719535828,34.57354632432837,0.10932353138923645,0.8826183009823367,-0.033413901925086975,0,0,1,0.69268
bmx-trees,37,30.64644355194783,0.9067835211753845,0.9875369071960449,0.11341182887554169,254614,30.469413370874975,0.12466014921665192,30.830991319254885,0.1052727997303009,0.18454776730705547,-0.008139029145240784,0,0,1,0.69228
drift-straight,31,32.23569649498222,0.9450879096984863,0.9935807585716248,0.0923091247677803,254600,32.23569649498222,0.0923091247677803,31.634686607181322,0.12412580102682114,-0.6010098878008989,0.03181667625904083,0,0,1,0.692
bmx-trees,29,31.397541647320914,0.9077877998352051,0.9880911707878113,0.11976733803749084,254597,31.192193245612863,0.1334581971168518,31.598381440608087,0.10765588283538818,0.20083979328717305,-0.012111455202102661,0,0,1,0.69194
camel,19,25.965218099821392,0.8203282952308655,0.9811885952949524,0.17533674836158752,252752,25.976716821022954,0.17609336972236633,25.978063180890054,0.17674174904823303,0.012845081068661557,0.0014050006866455078,1,0,1,0.6898219001786078
libby,13,32.5336349080968,0.8581404089927673,0.9791761040687561,0.20891325175762177,254403,32.5336349080968,0.20891325175762177,34.20279924839726,0.1234927624464035,1.669164340300462,-0.08542048931121826,0,0,1,0.68806
lab-coat,29,28.97457051849483,0.8749232888221741,0.982319712638855,0.20423385500907898,254401,28.97457051849483,0.20423385500907898,30.085781779418337,0.15244320034980774,1.1112112609235076,-0.05179065465927124,0,0,1,0.68802
libby,37,34.391738157608856,0.9125228524208069,0.9882068634033203,0.13387475907802582,254365,32.762031106366585,0.20284265279769897,33.90825433054992,0.14955811202526093,-0.483483827058933,0.015683352947235107,0,0,1,0.6873
scooter-black,30,26.012349419409027,0.8693535923957825,0.9830212593078613,0.18064381182193756,254362,26.687679032696167,0.1440119594335556,26.024208961888526,0.17685359716415405,0.011859542479498941,-0.0037902146577835083,0,0,1,0.68724
libby,1,31.85725912559228,0.883345901966095,0.9838132858276367,0.14018093049526215,254361,31.85725912559228,0.14018093049526215,31.649259193970977,0.14767281711101532,-0.20799993162130193,0.007491886615753174,0,0,1,0.68722
goat,86,26.530821121612487,0.8516406416893005,0.9864904284477234,0.1879175752401352,254322,26.530821121612487,0.1879175752401352,26.550687420294313,0.1868528425693512,0.019866298681826322,-0.0010647326707839966,0,0,1,0.68644
goat,68,26.620245289085037,0.8519659638404846,0.9862189292907715,0.17680586874485016,254313,26.620245289085037,0.17680586874485016,26.88575706155141,0.17198345065116882,0.2655117724663718,-0.0048224180936813354,0,0,1,0.68626
scooter-black,41,27.14053767843703,0.9066933989524841,0.9885451793670654,0.14809784293174744,254250,27.14053767843703,0.14809784293174744,27.14053767843703,0.14809784293174744,0.0,0.0,0,0,1,0.685
mbike-trick,51,29.90662957595876,0.8670688271522522,0.9845147728919983,0.25422313809394836,183580,29.90662957595876,0.25422313809394836,30.073511722524493,0.201546311378479,0.16688214656573308,-0.05267682671546936,0,1,0,0.6844627618789673
drift-straight,27,29.656232494825797,0.9243307113647461,0.989946722984314,0.1342361569404602,254191,29.656232494825797,0.1342361569404602,30.25087740368914,0.10455198585987091,0.5946449088633443,-0.029684171080589294,0,0,1,0.68382
dance-twirl,38,26.75762929684696,0.8130337595939636,0.9806340932846069,0.2540452182292938,216985,26.75762929684696,0.2540452182292938,26.563250931350133,0.2664273977279663,-0.19437836549682785,0.012382179498672485,0,1,0,0.6809043645858764
libby,46,31.43631812132099,0.8815816044807434,0.9852697849273682,0.15007102489471436,253988,31.43631812132099,0.15007102489471436,31.381598731736105,0.15223973989486694,-0.05471938958488565,0.002168715000152588,0,0,1,0.67976
breakdance,42,25.320938138399246,0.8522571921348572,0.9836891293525696,0.18273259699344635,138050,25.320938138399246,0.18273259699344635,25.131961510393456,0.18975630402565002,-0.18897662800578985,0.007023707032203674,1,0,0,0.6790618616007542
bmx-trees,34,28.50095688616273,0.8791096210479736,0.9846976399421692,0.13193641602993011,253894,28.294748178109455,0.14196670055389404,28.321229905591636,0.14193770289421082,-0.17972698057109326,0.0100012868642807,0,0,1,0.67788
drift-straight,17,30.97344570705216,0.945451021194458,0.9932470917701721,0.08299142122268677,253888,31.04136679265423,0.08007391542196274,30.88089826543575,0.0913192480802536,-0.09254744161641071,0.008327826857566833,0,0,1,0.67776
drift-straight,39,31.6631188935515,0.9203269481658936,0.9897366166114807,0.16545069217681885,253822,32.43860255615843,0.10292106866836548,31.896809108254427,0.1506572663784027,0.2336902147029285,-0.014793425798416138,0,0,1,0.67644
motocross-jump,21,33.0180790763214,0.9199854731559753,0.9891610741615295,0.18744102120399475,253755,30.727033992081076,0.2850065529346466,32.224714664823345,0.23190172016620636,-0.7933644114980538,0.04446069896221161,0,0,1,0.6751
bmx-trees,43,30.126830218673057,0.8881275057792664,0.9863077998161316,0.13979607820510864,253731,30.126830218673057,0.13979607820510864,30.430284861586824,0.12383946776390076,0.303454642913767,-0.015956610441207886,0,0,1,0.67462
camel,39,25.6007986654243,0.8048737645149231,0.9801182746887207,0.19090017676353455,233704,25.6007986654243,0.19090017676353455,25.594134302512842,0.18947343528270721,-0.006664362911457999,-0.0014267414808273315,1,0,1,0.6732813345757002
soapbox,67,30.107052351998902,0.8754434585571289,0.9833843111991882,0.1800273060798645,253654,30.107052351998902,0.1800273060798645,31.71034228194739,0.11188027262687683,1.6032899299484882,-0.06814703345298767,0,0,1,0.67308
car-roundabout,68,25.882375630755654,0.874547004699707,0.9851329922676086,0.15398690104484558,247767,25.882375630755654,0.15398690104484558,26.167215069158665,0.1310383677482605,0.2848394384030115,-0.022948533296585083,1,0,1,0.6729643692443463
parkour,70,25.6475521759901,0.7785959243774414,0.975586473941803,0.21908171474933624,236021,25.6475521759901,0.21908171474933624,25.662448481723636,0.22034654021263123,0.014896305733536508,0.001264825463294983,1,0,1,0.6728678240099
dance-twirl,70,26.958397363942844,0.8094470500946045,0.9796833992004395,0.253553569316864,215458,27.077863328212043,0.25520721077919006,26.958397363942844,0.253553569316864,0.0,0.0,0,1,0,0.6710713863372803
breakdance,35,25.329348900344485,0.8537670969963074,0.9835420846939087,0.18083707988262177,167011,25.329348900344485,0.18083707988262177,25.629827631571867,0.16122925281524658,0.30047873122738267,-0.019607827067375183,1,0,0,0.6706510996555153
libby,14,33.23873834057501,0.8859107494354248,0.9835536479949951,0.16618040204048157,253507,33.23873834057501,0.16618040204048157,32.67864556827774,0.19004622101783752,-0.5600927722972742,0.023865818977355957,0,0,1,0.67014
drift-straight,15,30.85212130936723,0.9416425824165344,0.9926695823669434,0.09478359669446945,253477,30.88570929809023,0.08972830325365067,30.801921459215997,0.09593628346920013,-0.05019985015123396,0.0011526867747306824,0,0,1,0.66954
breakdance,29,25.332639959322975,0.8522047400474548,0.9837895035743713,0.18232569098472595,162722,25.332639959322975,0.18232569098472595,25.52268126841964,0.1696062982082367,0.19004130909666372,-0.012719392776489258,1,0,0,0.6673600406770248
bmx-trees,60,30.313011533505797,0.8796789050102234,0.9863443374633789,0.15795579552650452,253341,30.313011533505797,0.15795579552650452,30.863160078403258,0.12683521211147308,0.5501485448974606,-0.031120583415031433,0,0,1,0.66682
libby,25,32.94123675410209,0.8950111269950867,0.9861130118370056,0.14584358036518097,253282,33.095911567991855,0.13815228641033173,32.93486805135643,0.14313456416130066,-0.006368702745660926,-0.00270901620388031,0,0,1,0.66564
soapbox,68,29.353232749842057,0.8572716116905212,0.9788179397583008,0.2063654512166977,253282,29.353232749842057,0.2063654512166977,32.30588801036753,0.08139618486166,2.952655260525475,-0.12496926635503769,0,0,1,0.66564
bmx-trees,38,30.11609351166782,0.8993719220161438,0.9867576956748962,0.127345010638237,253212,30.20683869796568,0.12386461347341537,30.114971227257932,0.12643876671791077,-0.0011222844098881524,-0.0009062439203262329,0,0,1,0.66424
loading,6,29.51885723672982,0.926533043384552,0.9891316890716553,0.10330051183700562,253196,29.51885723672982,0.10330051183700562,29.47512871301378,0.10522422939538956,-0.043728523716037415,0.0019237175583839417,0,0,1,0.66392
drift-straight,46,31.85311935195504,0.9168049693107605,0.9901610016822815,0.16616879403591156,253118,31.85311935195504,0.16616879403591156,31.516785823307316,0.18600837886333466,-0.3363335286477245,0.019839584827423096,0,0,1,0.66236
bmx-trees,68,26.313993384258335,0.774976909160614,0.9744760990142822,0.21774838864803314,252935,26.313993384258335,0.21774838864803314,26.62287665021197,0.20633003115653992,0.3088832659536358,-0.011418357491493225,0,0,1,0.6587
breakdance,14,25.34399922551318,0.8605678677558899,0.9852420687675476,0.17111732065677643,142058,25.34399922551318,0.17111732065677643,24.940294218533495,0.19612754881381989,-0.4037050069796848,0.025010228157043457,1,0,0,0.6560007744868201
camel,11,25.96664598635749,0.8180437088012695,0.9809133410453796,0.17834237217903137,251125,25.96664598635749,0.17834237217903137,26.06132903801667,0.17798829078674316,0.09468305165917812,-0.000354081392288208,1,0,1,0.6558540136425086
dance-twirl,44,27.1075638906888,0.8177903294563293,0.9806859493255615,0.25272077322006226,219650,27.1075638906888,0.25272077322006226,27.71210029244439,0.20529673993587494,0.6045364017555883,-0.04742403328418732,0,1,0,0.6544154644012451
bmx-trees,51,27.94867164158205,0.8430219292640686,0.9820852279663086,0.16435308754444122,252668,27.94867164158205,0.16435308754444122,28.358866881740482,0.1517440378665924,0.41019524015843345,-0.012609049677848816,0,0,1,0.65336
libby,5,32.28983482284666,0.8669705390930176,0.9813668131828308,0.1876501590013504,252584,32.28983482284666,0.1876501590013504,33.58336146146223,0.14083603024482727,1.2935266386155746,-0.04681412875652313,0,0,1,0.65168
soapbox,53,29.829501796948165,0.8848237991333008,0.9850817918777466,0.15366441011428833,252555,29.772687253958313,0.1525205820798874,30.824825636630578,0.11133301258087158,0.9953238396824133,-0.04233139753341675,0,0,1,0.6511
scooter-black,14,25.551237518763305,0.8859429955482483,0.9850466847419739,0.19217316806316376,230074,25.551559542527947,0.19093257188796997,25.544867665189564,0.19021059572696686,-0.006369853573740869,-0.0019625723361968994,1,0,1,0.6502424812366953
libby,11,32.29426999038874,0.8527947068214417,0.9790967106819153,0.19902674853801727,252460,32.29426999038874,0.19902674853801727,34.0107745404669,0.13400806486606598,1.716504550078156,-0.0650186836719513,0,0,1,0.6492
scooter-black,38,27.470498713314253,0.9125504493713379,0.9892889857292175,0.13389983773231506,252428,27.29261555345829,0.14706498384475708,26.691528687204137,0.16693757474422455,-0.778970026110116,0.033037737011909485,0,0,1,0.64856
drift-straight,26,30.276845054833757,0.9371733069419861,0.9918771386146545,0.10567963123321533,252420,30.276845054833757,0.10567963123321533,29.799802882838424,0.1251663714647293,-0.4770421719953326,0.019486740231513977,0,0,1,0.6484
goat,53,27.458302908561166,0.8621091842651367,0.9871166348457336,0.1676742136478424,252336,27.458302908561166,0.1676742136478424,27.565597938138623,0.1672705113887787,0.10729502957745751,-0.0004037022590637207,0,0,1,0.64672
camel,12,25.896535931398105,0.8162224888801575,0.9803881049156189,0.1762952208518982,247155,25.896535931398105,0.1762952208518982,26.027458733688693,0.16890956461429596,0.13092280229058773,-0.007385656237602234,1,0,1,0.6465640686018946
drift-straight,34,30.41669118062755,0.8934264183044434,0.9866582155227661,0.18345239758491516,252324,31.33853313802021,0.15187448263168335,29.938911828943958,0.20451192557811737,-0.47777935168359065,0.02105952799320221,0,0,1,0.64648
goat,69,26.628115318024925,0.8531154990196228,0.986417829990387,0.1782299429178238,252297,26.628115318024925,0.1782299429178238,26.689535726441758,0.17954005300998688,0.06142040841683283,0.001310110092163086,0,0,1,0.64594
goat,51,27.410802318431763,0.8593147397041321,0.9865859746932983,0.16859781742095947,252274,27.410802318431763,0.16859781742095947,27.560292252582308,0.16870421171188354,0.14948993415054446,0.00010639429092407227,0,0,1,0.64548
libby,31,33.67579206948316,0.8949881196022034,0.9861210584640503,0.15797065198421478,252237,34.108722068150364,0.1405915766954422,33.982412633594336,0.14532005786895752,0.3066205641111779,-0.012650594115257263,0,0,1,0.64474
scooter-black,34,26.834657827888062,0.8940350413322449,0.9859266877174377,0.162616565823555,252197,27.506847584911185,0.13354957103729248,26.546780664079826,0.1713573932647705,-0.28787716380823625,0.008740827441215515,0,0,1,0.64394
camel,87,25.357120637834925,0.7857775092124939,0.9780914783477783,0.20547959208488464,181667,25.357120637834925,0.20547959208488464,25.357593502937682,0.20563577115535736,0.00047286510275768023,0.00015617907047271729,1,0,0,0.6428793621650755
drift-straight,35,30.74124410082325,0.8994972109794617,0.9864526391029358,0.18510353565216064,252126,30.12763951704537,0.20303818583488464,31.886818899294582,0.13981425762176514,1.1455747984713334,-0.04528927803039551,0,0,1,0.64252
bmx-trees,42,30.460804905064457,0.8994650840759277,0.987655758857727,0.1210269182920456,252121,30.460804905064457,0.1210269182920456,30.35103051342886,0.12359622120857239,-0.10977439163559666,0.0025693029165267944,0,0,1,0.64242
bmx-trees,46,29.596116047268204,0.8844037055969238,0.986156165599823,0.14706747233867645,252076,29.596116047268204,0.14706747233867645,29.58266318897079,0.1482110321521759,-0.013452858297412718,0.0011435598134994507,0,0,1,0.64152
libby,10,33.153601429005406,0.8879460692405701,0.9838652014732361,0.15643763542175293,252063,33.153601429005406,0.15643763542175293,32.432839574859536,0.20383942127227783,-0.72076185414587,0.0474017858505249,0,0,1,0.64126
libby,30,32.72296926373095,0.8728052973747253,0.9836131930351257,0.1882598102092743,251961,33.03988603447771,0.17571358382701874,32.57326603245911,0.19115816056728363,-0.14970323127184315,0.0028983503580093384,0,0,1,0.63922
breakdance,60,25.36174908311083,0.8489729762077332,0.9835390448570251,0.18695595860481262,165734,25.36174908311083,0.18695595860481262,25.757330275572166,0.15289998054504395,0.3955811924613357,-0.03405597805976868,1,0,0,0.6382509168891701
libby,41,33.59386941830366,0.9077215194702148,0.9874333739280701,0.12757231295108795,251909,33.59386941830366,0.12757231295108795,33.3170750945408,0.13676315546035767,-0.2767943237628643,0.009190842509269714,0,0,1,0.63818
mbike-trick,58,29.759028604768815,0.8618049025535583,0.9837054014205933,0.2518872618675232,191472,29.759028604768815,0.2518872618675232,29.726215458844763,0.24749638140201569,-0.03281314592405238,-0.004390880465507507,0,1,0,0.6377452373504638
bmx-trees,36,30.49488151510454,0.9097504615783691,0.9879102110862732,0.1096825897693634,251869,29.863798060907392,0.13578903675079346,30.73477119405311,0.10134023427963257,0.23988967894856827,-0.008342355489730835,0,0,1,0.63738
breakdance,69,25.363804547734247,0.8539261817932129,0.9836524724960327,0.18247902393341064,147434,25.363804547734247,0.18247902393341064,25.44837032025685,0.18936851620674133,0.08456577252260189,0.0068894922733306885,1,0,0,0.6361954522657527
goat,70,26.550160102247556,0.8516025543212891,0.9864335060119629,0.1751042753458023,251787,26.550160102247556,0.1751042753458023,26.54469877067274,0.17541620135307312,-0.005461331574817763,0.000311926007270813,0,0,1,0.63574
bmx-trees,20,33.56519657442686,0.8989550471305847,0.9871224164962769,0.1364605724811554,251733,33.56519657442686,0.1364605724811554,35.21952806012798,0.07180451601743698,1.654331485701121,-0.06465605646371841,0,0,1,0.63466
camel,18,25.80317737707506,0.8136351108551025,0.9802035093307495,0.18300491571426392,241871,25.81162475502415,0.18353818356990814,25.80116923021849,0.18286645412445068,-0.002008146856567805,-0.00013846158981323242,1,0,1,0.6342426229249409
bmx-trees,45,29.767013450035606,0.8824911117553711,0.9855937361717224,0.15340426564216614,251703,29.767013450035606,0.15340426564216614,30.2103975837322,0.12771938741207123,0.44338413369659335,-0.02568487823009491,0,0,1,0.63406
soapbox,75,29.58541825853032,0.8790073394775391,0.9839125871658325,0.18216842412948608,251671,29.828336720527254,0.16974633932113647,31.039904834730237,0.11091107875108719,1.4544865761999155,-0.0712573453783989,0,0,1,0.63342
dog,28,28.219763139670103,0.7975046634674072,0.9777551293373108,0.23346880078315735,238036,28.219763139670103,0.23346880078315735,29.392886093271294,0.19158242642879486,1.1731229536011902,-0.04188637435436249,0,1,1,0.630096015663147
camel,55,25.60780316947909,0.8028984665870667,0.9802627563476562,0.1913599669933319,231884,25.60972605490507,0.1915956735610962,25.60759978410013,0.1915993094444275,-0.00020338537895980835,0.00023934245109558105,1,0,1,0.6298768305209091
libby,15,33.66920004633854,0.9053862690925598,0.9860087633132935,0.1198066994547844,251420,33.66920004633854,0.1198066994547844,33.528460793005806,0.12637528777122498,-0.14073925333273252,0.006568588316440582,0,0,1,0.6284
drift-straight,4,29.235714185068275,0.9114814400672913,0.9903203845024109,0.13298539817333221,251361,28.80289127300246,0.1509537696838379,29.491232963424157,0.11972606182098389,0.25551877835588144,-0.013259336352348328,0,0,1,0.62722
bmx-trees,50,29.925391005477007,0.8882119655609131,0.9863529205322266,0.13615010678768158,251289,29.925391005477007,0.13615010678768158,29.8205610274822,0.1405109465122223,-0.10482997799480742,0.0043608397245407104,0,0,1,0.62578
goat,87,26.587283166146662,0.8543674349784851,0.9869248867034912,0.18283666670322418,251287,26.587283166146662,0.18283666670322418,26.585630898359476,0.18280327320098877,-0.0016522677871861902,-3.33935022354126e-05,0,0,1,0.62574
breakdance,46,25.374540183787886,0.8545729517936707,0.9837406873703003,0.1799159198999405,143619,25.374540183787886,0.1799159198999405,24.99355111160961,0.19525966048240662,-0.38098907217827715,0.015343740582466125,1,0,0,0.6254598162121141
libby,6,33.227483094912806,0.8907785415649414,0.984587550163269,0.15383276343345642,251264,33.227483094912806,0.15383276343345642,32.4157590625448,0.19218337535858154,-0.811724032368005,0.03835061192512512,0,0,1,0.62528
dog,45,34.10647706164009,0.8943611979484558,0.987244188785553,0.18722712993621826,251108,34.568906070029264,0.16369640827178955,35.66071581228833,0.11986541002988815,1.5542387506482385,-0.06736171990633011,0,0,1,0.62216
goat,50,27.538793573063067,0.8638799786567688,0.9872443079948425,0.16549994051456451,250999,27.538793573063067,0.16549994051456451,27.541526224390445,0.16657884418964386,0.0027326513273777664,0.0010789036750793457,0,0,1,0.61998
bmx-trees,67,27.04319223988986,0.8045092225074768,0.9780676364898682,0.19687482714653015,250918,27.04319223988986,0.19687482714653015,27.171988886015967,0.1960253119468689,0.12879664612610853,-0.0008495151996612549,0,0,1,0.61836
libby,19,32.347950765003475,0.8654648661613464,0.9809926748275757,0.18745799362659454,250911,31.0382985655977,0.23769794404506683,33.82826240018487,0.1239631175994873,1.480311635181394,-0.06349487602710724,0,0,1,0.61822
india,51,33.204427895780825,0.875720202922821,0.9823360443115234,0.20962339639663696,250785,33.54394733560602,0.19676892459392548,35.14792184190698,0.13771583139896393,1.9434939461261536,-0.07190756499767303,0,0,1,0.6157
goat,71,26.730339821665275,0.8583096861839294,0.9870496392250061,0.1792082041501999,250600,26.730339821665275,0.1792082041501999,26.732324916154,0.1796613335609436,0.0019850944887238597,0.0004531294107437134,0,0,1,0.612
scooter-black,35,26.871760100567133,0.8895570635795593,0.9851129055023193,0.1675984114408493,250535,27.032154899215215,0.16602662205696106,27.808370569781125,0.12700462341308594,0.936610469213992,-0.04059378802776337,0,0,1,0.6107
bike-packing,11,25.62470710773562,0.7986875176429749,0.977101743221283,0.2317388951778412,180776,25.62470710773562,0.2317388951778412,26.183989190215996,0.20122632384300232,0.5592820824803759,-0.030512571334838867,1,1,0,0.6100707958212034
bmx-trees,21,33.610586884566686,0.9091523289680481,0.9884905219078064,0.11741471290588379,250454,33.610586884566686,0.11741471290588379,33.98219477030565,0.09829452633857727,0.3716078857389604,-0.01912018656730652,0,0,1,0.60908
lab-coat,30,30.34842704475617,0.9020484089851379,0.987227737903595,0.16634073853492737,250448,30.34842704475617,0.16634073853492737,29.586269435414437,0.1997104436159134,-0.7621576093417346,0.03336970508098602,0,0,1,0.60896
dog,38,31.935465935249127,0.9024524092674255,0.9894334077835083,0.152943417429924,250421,31.935465935249127,0.152943417429924,30.698487363244645,0.20414841175079346,-1.2369785720044817,0.051204994320869446,0,0,1,0.60842
drift-straight,1,31.91740904204357,0.9445915222167969,0.9930378198623657,0.0914628878235817,250418,31.941184348220062,0.09180362522602081,31.896398323677726,0.09321948140859604,-0.021010718365843672,0.0017565935850143433,0,0,1,0.60836
drift-straight,25,31.342206704870136,0.9536461234092712,0.9939948320388794,0.07070258259773254,250404,31.342206704870136,0.07070258259773254,31.000438618123365,0.08740095794200897,-0.3417680867467716,0.016698375344276428,0,0,1,0.60808
soapbox,44,29.90429262043068,0.8803315758705139,0.9848014116287231,0.15562906861305237,250319,29.90429262043068,0.15562906861305237,30.850171299366366,0.10962176322937012,0.945878678935685,-0.04600730538368225,0,0,1,0.60638
bmx-trees,30,32.05352698888261,0.9184697270393372,0.989173173904419,0.10131268203258514,250307,31.875308120321954,0.11097265779972076,31.823385280692882,0.11499708145856857,-0.230141708189727,0.013684399425983429,0,0,1,0.60614
goat,20,27.574765240194537,0.8650701642036438,0.9873239994049072,0.1680108904838562,250306,27.574765240194537,0.1680108904838562,27.810771891223443,0.16156546771526337,0.23600665102890517,-0.0064454227685928345,0,0,1,0.60612
goat,49,27.503025507951318,0.8634669184684753,0.9872128963470459,0.17406047880649567,250255,27.503025507951318,0.17406047880649567,27.504396776430315,0.17377744615077972,0.0013712684789979335,-0.0002830326557159424,0,0,1,0.6051
bmx-trees,41,30.03847335516153,0.902475893497467,0.98720782995224,0.11770410090684891,250247,30.03847335516153,0.11770410090684891,30.007809002797,0.11859600245952606,-0.03066435236452847,0.0008919015526771545,0,0,1,0.60494
bmx-trees,75,26.266361111879213,0.771524965763092,0.975341796875,0.22557823359966278,244647,26.266361111879213,0.22557823359966278,26.335729965098498,0.2256900817155838,0.06936885321928443,0.00011184811592102051,0,1,1,0.6045046719932556
camel,81,25.396401421863153,0.7886437773704529,0.978599488735199,0.19903182983398438,208797,25.396401421863153,0.19903182983398438,25.395651452088963,0.19867441058158875,-0.0007499697741906175,-0.0003574192523956299,1,0,0,0.6035985781368467
parkour,52,26.711290150275318,0.7915384769439697,0.9744272828102112,0.22956301271915436,240556,26.711290150275318,0.22956301271915436,27.730172725623568,0.1700175553560257,1.0188825753482504,-0.05954545736312866,0,1,1,0.6023802543830872
breakdance,66,25.3976725678374,0.8523288369178772,0.9843390583992004,0.18106591701507568,144529,25.3976725678374,0.18106591701507568,25.147090275112937,0.18199780583381653,-0.250582292724463,0.0009318888187408447,1,0,0,0.6023274321625998
goat,73,26.78108222748562,0.8616841435432434,0.9873920679092407,0.1714857518672943,250103,26.790939518518616,0.17233945429325104,26.791687217420233,0.17202216386795044,0.01060498993461323,0.0005364120006561279,0,0,1,0.60206
goat,35,27.421365937466224,0.8620784282684326,0.9869166612625122,0.17431993782520294,250080,27.421365937466224,0.17431993782520294,27.598745223834907,0.17492693662643433,0.1773792863686836,0.0006069988012313843,0,0,1,0.6016
parkour,59,26.2245875070896,0.7860520482063293,0.9748215675354004,0.23083284497261047,239234,26.2245875070896,0.23083284497261047,26.81030376174762,0.1920304000377655,0.5857162546580206,-0.03880244493484497,0,1,1,0.6013368994522095
soapbox,69,29.969774146062136,0.8764898777008057,0.9832342863082886,0.18300670385360718,250063,29.969774146062136,0.18300670385360718,31.480277295824624,0.11545456945896149,1.5105031497624886,-0.06755213439464569,0,0,1,0.60126
dog,27,29.360726383090253,0.8293738961219788,0.9795166254043579,0.22180218994617462,248237,29.360726383090253,0.22180218994617462,30.59529783471966,0.17178872227668762,1.2345714516294066,-0.050013467669487,0,1,1,0.6007837989234924
camel,50,25.615773220641856,0.8042441010475159,0.9802237749099731,0.19114241003990173,230816,25.543112057122865,0.19252417981624603,25.570097041412417,0.19088689982891083,-0.045676179229438674,-0.00025551021099090576,1,0,1,0.6005467793581443
bmx-trees,58,26.393283523695192,0.7974283695220947,0.9794658422470093,0.20302768051624298,250007,26.393283523695192,0.20302768051624298,26.408803496793855,0.2027156949043274,0.015519973098662376,-0.0003119856119155884,0,0,1,0.60014
parkour,44,27.573606665620325,0.7933443188667297,0.9733208417892456,0.22764421999454498,242333,27.573606665620325,0.22764421999454498,28.952193668816033,0.14612632989883423,1.3785870031957081,-0.08151789009571075,0,1,1,0.5995443998908996
bmx-trees,13,31.795141188057766,0.8799381256103516,0.985476016998291,0.1429470181465149,249932,31.795141188057766,0.1429470181465149,32.29894059473634,0.10404641926288605,0.5037994066785707,-0.038900598883628845,0,0,1,0.59864
goat,44,27.46270054871395,0.8623115420341492,0.9871247410774231,0.17133253812789917,249919,27.282484534140625,0.1708797663450241,27.602022593855786,0.16529513895511627,0.1393220451418351,-0.006037399172782898,0,0,1,0.59838
