schedule,sequence,frame_count,keyframe_count,mean_psnr,p10_psnr,mean_lpips,p90_lpips,mean_payload_bytes,delta_psnr_vs_gap8,delta_lpips_vs_gap8
uniform_gap4,cows,104,27,24.681335384584568,24.57583740769886,0.20924367024921453,0.21415060758590698,162827.67307692306,0.024401194539688476,-0.000731324203885525
uniform_gap4,dance-twirl,90,24,28.521624890801746,26.577768331154566,0.2017212407456504,0.2535420358181,156536.83333333334,0.14069667810579034,-0.008345614539252394
uniform_gap4,dog,60,16,31.876056035128062,29.414436627979228,0.16277860489984353,0.19583105891942976,169933.43333333332,0.1464101451973292,-0.005945987626910204
uniform_gap4,dogs-jump,66,18,32.180805330728596,31.758014943773645,0.14225358335357724,0.17866019159555435,105397.07575757576,0.1713300342832369,-0.014952536107915831
uniform_gap4,drift-chicane,52,14,30.849897166670413,30.37822569850847,0.1740525167148847,0.19170839488506317,87943.96153846153,0.05894843183015652,-0.008599328593565853
uniform_gap4,drift-straight,50,14,31.09324038847279,29.834982335398564,0.1160910052806139,0.1690225809812546,180813.6,0.2754703714311155,-0.01059529691934584
uniform_gap4,goat,90,24,27.303686621953766,26.582873134349708,0.17324841618537903,0.18230353742837907,180042.65555555557,0.05515021133099651,-0.0007840482725037512
uniform_gap4,gold-fish,78,21,33.67288368784076,33.2449018276767,0.07284932679090744,0.08066392764449119,146529.91025641025,0.15140710596468665,-0.004563971303212344
uniform_gap4,horsejump-high,50,14,27.971686496000707,27.585436692371417,0.1500401121377945,0.1724436163902283,151633.84,0.15636932883733934,-0.011655536741018296
uniform_gap4,india,81,21,33.276737286228084,31.215824138245047,0.13790175208338984,0.20597855746746063,166266.22222222222,0.32418870943192246,-0.016942699750264495
uniform_gap4,judo,34,10,31.2988326667329,30.362971141924127,0.15577309534830205,0.20393510460853576,79287.76470588235,0.021047185732314233,-0.007125883417970991
uniform_gap4,kite-surf,50,14,32.09318118428616,31.636280039534746,0.10002925008535385,0.11029199883341789,156867.74,0.06833779487354974,-0.003713952302932741
uniform_gap4,lab-coat,47,13,29.22993364878305,27.002311477156795,0.1532858172629742,0.22010123431682585,162547.04255319148,0.14224912398394451,-0.007845318856391503
uniform_gap4,libby,49,13,33.23340385190978,31.637232796694782,0.14281114358074812,0.19136320352554323,186281.44897959183,0.6225852604847333,-0.025045512282118487
uniform_gap4,loading,50,14,28.61419656142029,27.440057329741148,0.12575535476207733,0.15676802992820738,163416.5,0.09313743473269653,-0.007059067189693458
uniform_gap4,mbike-trick,79,21,30.05172841572937,29.65367337143308,0.19835532598103148,0.24375481605529786,129745.48101265823,0.12739465913424297,-0.019478935418249688
uniform_gap4,motocross-jump,40,11,33.93967975546881,31.009781364144505,0.18995771296322345,0.2958852678537369,167086.325,0.3134540330225093,-0.01534709967672826
uniform_gap4,paragliding-launch,80,21,31.03048239541341,29.44405219045671,0.1712549699470401,0.19107569754123688,157114.4,0.1027316816389714,-0.003714481927454466
uniform_gap4,parkour,100,26,27.598062919732136,25.57991376170252,0.19015889897942542,0.22018013596534727,166080.18,0.20293730809345334,-0.013965009152889257
uniform_gap4,pigs,79,21,31.649752939675896,30.530830052592073,0.15324965581486497,0.17772843837738037,137438.7088607595,0.11650480217081949,-0.007098234906981277
uniform_gap4,scooter-black,43,12,26.30641482820648,24.820292271902655,0.15927689089331515,0.20730951130390166,169075.41860465117,0.18288458292200005,-0.009597609036190585
uniform_gap4,shooting,40,11,35.1248316259454,33.740781507910256,0.13013641964644193,0.20058918595314026,169150.075,0.7744348348231043,-0.039048489928245556
uniform_gap4,soapbox,99,26,30.65960982040127,29.349922221287024,0.14316990918884373,0.20431025326251984,169218.55555555556,0.2813119993267499,-0.012931917728197712
