step,loss,batch_positive_rate
1,1.2576355934143066,0.10107421875
25,1.1150293350219727,0.097900390625
50,1.0474460124969482,0.102783203125
75,1.0202434062957764,0.0989990234375
100,1.0347715616226196,0.0968017578125
125,1.0019676685333252,0.0972900390625
150,1.0208089351654053,0.104248046875
175,1.0152403116226196,0.105712890625
200,1.0305910110473633,0.102783203125
