reference_gap,setting_label,keep_fraction,side_bits,edge_count,target_count,mean_left_keyframe_bytes,mean_right_keyframe_bytes,mean_endpoint_keyframe_bytes,mean_residual_payload_bytes,mean_schedule_metadata_bytes,mean_edge_total_bytes_once,mean_dp_incremental_bytes,mean_residual_mib_per_intermediate,mean_edge_total_mib_once,mean_dp_incremental_mib,mean_base_psnr,mean_corrected_psnr,mean_delta_psnr_vs_base,min_edge_delta_psnr_vs_base
4,topk_keep0p05_q6,0.05,6,12,36,719646.4166666666,719647.8333333334,1439294.25,47833.75,2.0,1487130.0,767483.5833333334,0.015205939610799154,1.4182376861572266,0.7319293816884359,20.18107438243999,22.472310227971892,2.2912358455319013,1.6332037021592807
4,topk_keep0p1_q6,0.1,6,12,36,719646.4166666666,719647.8333333334,1439294.25,90607.75,2.0,1529904.0,810257.5833333334,0.028803428014119465,1.4590301513671875,0.7727218468983968,20.18107438243999,23.772405418334532,3.5913310358945405,2.036254298974098
4,topk_keep0p2_q6,0.2,6,12,36,719646.4166666666,719647.8333333334,1439294.25,168918.75,2.0,1608215.0,888568.5833333334,0.053697824478149414,1.5337133407592773,0.8474050362904867,20.18107438243999,25.43046561068816,5.249391228248168,2.260193718945017
8,topk_keep0p05_q6,0.05,6,6,42,719645.5,719648.3333333334,1439293.8333333333,111666.16666666667,2.0,1550962.0,831316.5,0.015213307880219962,1.4791126251220703,0.7928051948547363,19.152463488545013,21.642898177960344,2.490434689415325,1.8443388274004993
8,topk_keep0p1_q6,0.1,6,6,42,719645.5,719648.3333333334,1439293.8333333333,212923.66666666666,2.0,1652219.5,932574.0,0.02900854746500651,1.5756793022155762,0.8893718719482422,19.152463488545013,23.030206911890073,3.8777434233450605,3.2670799378839677
8,topk_keep0p2_q6,0.2,6,6,42,719645.5,719648.3333333334,1439293.8333333333,399415.1666666667,2.0,1838711.0,1119065.5,0.05441599800473168,1.7535314559936523,1.0672240257263184,19.152463488545013,24.86196786390912,5.709504375364108,4.3294709439927015
12,topk_keep0p05_q6,0.05,6,4,44,719642.5,719646.75,1439289.25,175413.75,2.0,1614705.0,895062.5,0.015207962556318804,1.539902687072754,0.8535981178283691,18.585570839710144,20.934677907771103,2.3491070680609627,1.7771075753897634
12,topk_keep0p1_q6,0.1,6,4,44,719642.5,719646.75,1439289.25,335393.0,2.0,1774684.25,1055041.75,0.029077790000221947,1.6924707889556885,1.0061662197113037,18.585570839710144,22.338310515359872,3.7527396756497318,3.246673999500172
12,topk_keep0p2_q6,0.2,6,4,44,719642.5,719646.75,1439289.25,631707.25,2.0,2070998.5,1351356.0,0.05476754361932928,1.9750580787658691,1.2887535095214844,18.585570839710144,24.312590705743677,5.727019866033535,5.357307452458835
