oracle,schedule_consistent,frame_count,mean_psnr,mean_ssim,mean_ms_ssim,mean_lpips,total_payload_bytes_additive_proxy,mib_per_frame_additive_proxy,best_fixed_by_psnr,best_fixed_psnr,delta_psnr_vs_best_fixed,delta_ssim_vs_best_fixed,delta_ms_ssim_vs_best_fixed,delta_lpips_vs_best_fixed,beats_best_fixed_by_1db_no_metric_regression,note
framewise_psnr_oracle,0,1999,29.749038180432017,0.8816605037662493,0.9870865034603846,0.14641779118318626,0,0.0,uniform_gap2,29.654815328772308,0.09422285165970834,0.003284551818231285,0.0004696701692903371,-0.005263526408209568,0,optimistic per-frame best measured schedule output; not schedule-consistent or rate-valid
schedule_path_psnr_oracle,1,1999,29.670134277041633,0.8788577944949724,0.9867078401912386,0.1508482470754357,953696782,0.4549855560943924,uniform_gap2,29.654815328772308,0.015318948269325006,0.0004818425469543808,9.100690014429702e-05,-0.000833070515960127,0,dynamic-programming path over measured keyframe nodes and measured residual edges; additive payload proxy only
